EmpNo,EmpPU,MasterCustomerCode,JoiningDate,MasterProjectCode,ProjectType,Onsite_Offshore,RoleMapping,TotalExpInYears,AsOfDate
1892689,INADELY,BANK03,01/31/2018,T811ANZ,P(T81),Offshore,4,6.38,2025-09-30
414624,INADELY,BFSI04,09/28/2007,K903US,P(K90),Offshore,5,17.41,2025-09-30
1070038,UKDELY,Others,02/22/2025,L104AP,P(L10),Offshore,4,1.86,2025-09-30
1470230,ANZDELY,WEALTH01,01/23/2004,D305US,P(D30),Onsite,4,21.69,2025-09-30
1324127,LADELY,BFSI05,10/19/2016,B194EU,P(B19),Offshore,5,12.08,2025-09-30
655466,INADELY,INSUR01,05/23/2002,F520AP,P(F52),Offshore,4,23.16,2025-09-30
1194974,USDELY,INSUR02,12/08/2008,H710AP,P(H71),Offshore,4,18.71,2025-09-30
564791,ANZDELY,BANK03,08/25/2015,V013IN,P(V01),Offshore,5,12.66,2025-09-30
1450827,INADELY,BFSI01,12/26/2006,V013ME,P(V01),Onsite,5,20.69,2025-09-30
737547,APDELY,BANK01,08/06/2022,H710IN,P(H71),Offshore,5,2.91,2025-09-30
1086410,INADELY,INSUR03,09/13/2011,H710LA,P(H71),Onsite,3,15.75,2025-09-30
400962,UKDELY,WEALTH01,09/12/2016,V013IN,P(V01),Offshore,5,11.97,2025-09-30
686063,INADELY,BANK03,11/26/2018,B194UK,P(B19),Offshore,5,9.77,2025-09-30
402401,MEADELY,BANK01,07/11/2024,G601LA,P(G60),Onsite,4,3.68,2025-09-30
967235,EURDELY,CAPMT02,12/04/2010,P407LA,P(P40),Offshore,4,14.93,2025-09-30
1433034,UKDELY,BFSI01,11/02/2004,J802GL,L(LEV),Offshore,5,24.09,2025-09-30
850433,EURDELY,BFSI05,06/25/2013,T811UK,P(T81),Offshore,6,15.39,2025-09-30
426205,LADELY,BFSI04,05/31/2002,F520IN,P(F52),Offshore,Subcon,25.58,2025-09-30
1690845,USDELY,CAPMT01,01/14/2000,G601LA,P(G60),Onsite,5,24.98,2025-09-30
654930,ANZDELY,INSUR02,01/17/2004,H710ME,P(H71),Onsite,5,22.89,2025-09-30
1636568,USDELY,WEALTH02,06/24/2004,G601IN,P(G60),Offshore,5,23.17,2025-09-30
1924349,UKDELY,CAPMT01,04/18/2004,R609EU,P(R60),Offshore,4,24.54,2025-09-30
848616,INADELY,BANK01,08/31/2017,Q508HQ,B(BCH),Offshore,5,9.84,2025-09-30
1239830,ANZDELY,BFSI05,04/01/2016,J802IN,P(J80),Offshore,4,10.96,2025-09-30
1586396,USDELY,BFSI02,06/05/2022,J802UK,P(J80),Onsite,4,3.91,2025-09-30
722164,USDELY,BFSI05,10/12/2012,Q508UK,P(Q50),Offshore,4,13.78,2025-09-30
557397,LADELY,CAPMT02,11/11/2017,G601UK,B(BCH),Offshore,5,8.62,2025-09-30
183309,USDELY,BFSI03,03/20/2007,P407ANZ,P(P40),Offshore,4,18.87,2025-09-30
963558,ANZDELY,CAPMT01,08/03/2013,Q508ANZ,P(Q50),Offshore,5,11.15,2025-09-30
1702663,INADELY,WEALTH01,03/29/2021,T811IN,P(T81),Offshore,5,7.78,2025-09-30
244193,INADELY,CAPMT02,08/03/2003,U912ME,P(U91),Offshore,4,25.24,2025-09-30
1247640,USDELY,WEALTH01,11/05/2020,Q508ANZ,P(Q50),Onsite,4,5.76,2025-09-30
779873,ANZDELY,BANK03,02/19/2015,K903ME,P(K90),Offshore,5,9.14,2025-09-30
570433,USDELY,BANK03,01/15/2020,Q508ANZ,P(Q50),Offshore,4,7.1,2025-09-30
759195,INADELY,CAPMT01,10/09/2003,J802UK,P(J80),Onsite,5,21.11,2025-09-30
1044840,UKDELY,INSUR03,12/13/2010,N306LA,P(N30),Offshore,6,17.87,2025-09-30
1730683,EURDELY,WEALTH01,08/25/2014,C210US,P(C21),Onsite,4,14.4,2025-09-30
1347593,INADELY,BFSI03,07/14/2003,P407GL,B(BCH),Offshore,4,22.14,2025-09-30
850411,ANZDELY,INSUR03,03/22/2005,D305ME,P(D30),Offshore,6,23.91,2025-09-30
1300967,UKDELY,INSUR02,03/19/2021,C210IN,P(C21),Offshore,4,4.32,2025-09-30
1454651,INADELY,INSUR03,11/18/2017,T811ANZ,P(T81),Offshore,6,7.64,2025-09-30
863924,USDELY,CAPMT02,12/24/2011,F520AP,P(F52),Offshore,5,15.36,2025-09-30
213733,USDELY,Others,11/10/2002,M205EU,B(BCH),Offshore,5,24.35,2025-09-30
976040,EURDELY,BANK02,05/02/2021,U912ME,B(BCH),Onsite,6,4.53,2025-09-30
736382,INADELY,BFSI04,06/13/2009,R609LA,B(BCH),Onsite,5,16.66,2025-09-30
855022,ANZDELY,BFSI02,06/28/2015,S710GL,P(S71),Offshore,3,11.32,2025-09-30
647602,USDELY,BANK02,04/29/2001,R609LA,N(TRN),Offshore,4,25.96,2025-09-30
1194665,UKDELY,Others,01/05/2022,L104GL,P(L10),Offshore,Subcon,4.84,2025-09-30
803622,EURDELY,BFSI03,10/16/2009,E412ME,P(E41),Onsite,4,15.82,2025-09-30
1823812,USDELY,CAPMT01,10/16/2015,U912ME,P(U91),Offshore,5,11.37,2025-09-30
679837,INADELY,BFSI03,01/10/2024,M205GL,P(M20),Offshore,5,2.16,2025-09-30
1597183,UKDELY,WEALTH01,12/11/2017,G601UK,P(G60),Offshore,4,7.89,2025-09-30
983123,APDELY,BFSI03,10/03/2018,P407HQ,N(TRN),Offshore,Subcon,8.59,2025-09-30
1307876,USDELY,BFSI02,05/03/2018,W114HQ,P(W11),Offshore,7,7.07,2025-09-30
1203921,APDELY,BFSI02,06/18/2017,N306ANZ,P(N30),Offshore,5,10.95,2025-09-30
348436,UKDELY,INSUR02,12/17/2008,G601LA,P(G60),Offshore,4,19.67,2025-09-30
444125,EURDELY,WEALTH01,11/25/2019,J802HQ,L(LEV),Offshore,Subcon,9.13,2025-09-30
1059026,APDELY,BANK02,09/24/2020,G601EU,P(G60),Onsite,5,7.17,2025-09-30
1440307,APDELY,WEALTH02,09/16/2018,P407US,P(P40),Offshore,7,8.14,2025-09-30
1511130,INADELY,Others,09/06/2002,R609LA,L(LEV),Offshore,4,25.59,2025-09-30
1622209,ANZDELY,CAPMT01,03/23/2019,T811LA,P(T81),Onsite,6,9.17,2025-09-30
1599516,INADELY,BFSI03,07/09/2018,G601IN,P(G60),Onsite,5,6.86,2025-09-30
1022066,USDELY,BFSI03,07/21/2020,M205US,P(M20),Offshore,6,4.83,2025-09-30
555258,USDELY,WEALTH01,07/27/2011,M205LA,P(M20),Offshore,5,16.4,2025-09-30
320428,EURDELY,Others,04/12/2025,J802IN,P(J80),Offshore,4,3.61,2025-09-30
341984,EURDELY,BANK01,03/24/2013,S710LA,P(S71),Offshore,4,11.58,2025-09-30
1283913,USDELY,CAPMT01,04/03/2001,K903EU,L(LEV),Offshore,6,23.65,2025-09-30
35305,USDELY,CAPMT01,08/23/2007,S710HQ,P(S71),Offshore,Subcon,19.45,2025-09-30
1060872,USDELY,BANK03,08/02/2007,P407LA,P(P40),Offshore,6,19.0,2025-09-30
806650,ANZDELY,BFSI02,11/15/2013,M205EU,P(M20),Onsite,4,13.33,2025-09-30
1538324,INADELY,INSUR01,08/08/2020,N306LA,P(N30),Offshore,5,3.62,2025-09-30
1575013,INADELY,INSUR02,06/22/2001,H710IN,P(H71),Onsite,4,24.33,2025-09-30
150923,USDELY,BFSI02,06/02/2025,C210LA,P(C21),Offshore,5,2.73,2025-09-30
393117,APDELY,INSUR02,12/17/2007,J802LA,P(J80),Offshore,3,18.96,2025-09-30
201594,INADELY,BFSI02,07/31/2013,F520GL,B(BCH),Offshore,3,13.51,2025-09-30
1229012,UKDELY,BFSI03,04/21/2014,U912ANZ,P(U91),Onsite,6,12.25,2025-09-30
936727,ANZDELY,INSUR01,08/23/2009,E412GL,P(E41),Offshore,5,14.57,2025-09-30
911262,INADELY,BFSI03,06/19/2020,R609EU,P(R60),Offshore,Subcon,5.73,2025-09-30
577789,UKDELY,BFSI05,09/05/2021,M205GL,P(M20),Offshore,5,3.98,2025-09-30
1828778,EURDELY,BANK02,07/26/2022,K903GL,B(BCH),Offshore,4,6.48,2025-09-30
1993270,USDELY,Others,02/07/2021,M205GL,P(M20),Onsite,5,6.86,2025-09-30
1421333,USDELY,WEALTH01,03/11/2008,M205GL,P(M20),Onsite,4,17.13,2025-09-30
654245,UKDELY,BANK02,08/13/2004,T811LA,P(T81),Offshore,5,20.6,2025-09-30
1419049,USDELY,BFSI05,09/15/2007,H710ME,P(H71),Offshore,6,17.24,2025-09-30
1093108,LADELY,CAPMT02,10/16/2011,K903EU,P(K90),Offshore,5,13.89,2025-09-30
314058,USDELY,BANK03,10/25/2013,M205LA,P(M20),Offshore,5,12.43,2025-09-30
1608496,MEADELY,BFSI01,04/11/2006,Q508IN,P(Q50),Offshore,Subcon,17.98,2025-09-30
1487105,USDELY,INSUR03,01/22/2001,L104IN,P(L10),Offshore,4,24.73,2025-09-30
1184346,INADELY,INSUR01,09/28/2019,W114GL,P(W11),Onsite,6,5.64,2025-09-30
692587,INADELY,WEALTH02,11/05/2021,C210ME,P(C21),Offshore,4,5.25,2025-09-30
134396,ANZDELY,BANK02,07/28/2016,K903GL,P(K90),Offshore,5,9.95,2025-09-30
1857275,INADELY,BANK02,09/30/2006,Q508UK,P(Q50),Offshore,5,20.22,2025-09-30
929100,USDELY,INSUR03,01/26/2013,U912GL,P(U91),Onsite,5,14.94,2025-09-30
1836043,INADELY,BANK02,08/20/2009,N306LA,P(N30),Offshore,4,16.83,2025-09-30
708376,USDELY,INSUR03,01/14/2001,K903HQ,P(K90),Offshore,4,25.26,2025-09-30
1700440,UKDELY,BFSI01,12/23/2022,T811ANZ,B(BCH),Offshore,4,6.16,2025-09-30
1067408,INADELY,BANK02,09/04/2012,U912LA,P(U91),Offshore,5,15.16,2025-09-30
1195534,ANZDELY,BFSI03,01/13/2023,U912UK,P(U91),Onsite,6,5.74,2025-09-30
1289328,APDELY,INSUR01,06/02/2012,D305ME,L(LEV),Offshore,5,16.71,2025-09-30
329197,APDELY,BFSI02,03/30/2015,G601HQ,P(G60),Offshore,5,12.62,2025-09-30
1999156,UKDELY,Others,03/06/2013,P407HQ,B(BCH),Offshore,2,11.08,2025-09-30
482341,USDELY,BFSI04,08/26/2014,K903EU,L(LEV),Offshore,5,10.51,2025-09-30
1732862,EURDELY,BANK03,06/21/2008,V013UK,P(V01),Onsite,5,16.6,2025-09-30
64996,EURDELY,BFSI01,08/20/2015,F520GL,P(F52),Offshore,7,10.1,2025-09-30
492562,APDELY,INSUR01,01/12/2019,L104UK,P(L10),Offshore,Subcon,9.73,2025-09-30
1629725,USDELY,BFSI04,10/28/2016,R609US,L(LEV),Offshore,3,11.61,2025-09-30
447433,USDELY,WEALTH01,11/28/2008,R609ME,N(TRN),Offshore,4,19.32,2025-09-30
204724,LADELY,BFSI03,05/25/2005,G601EU,P(G60),Offshore,7,20.56,2025-09-30
674544,UKDELY,INSUR01,02/21/2016,D305GL,P(D30),Offshore,5,12.75,2025-09-30
43859,ANZDELY,CAPMT02,11/29/2015,P407US,P(P40),Offshore,4,8.58,2025-09-30
1993781,INADELY,BANK01,06/24/2017,J802US,P(J80),Onsite,6,11.5,2025-09-30
1540143,APDELY,BANK02,03/03/2011,C210UK,P(C21),Onsite,4,15.59,2025-09-30
304063,APDELY,BFSI01,05/30/2009,C210HQ,N(TRN),Offshore,6,16.61,2025-09-30
880058,INADELY,CAPMT02,04/06/2023,G601UK,P(G60),Offshore,Subcon,4.95,2025-09-30
390873,USDELY,BFSI03,04/26/2022,G601ANZ,B(BCH),Offshore,4,3.71,2025-09-30
1774596,USDELY,BANK02,11/15/2014,B194ANZ,P(B19),Offshore,3,12.96,2025-09-30
312704,MEADELY,BFSI01,07/23/2023,U912ME,P(U91),Onsite,4,2.35,2025-09-30
477035,ANZDELY,BFSI02,10/31/2020,E412LA,P(E41),Offshore,Subcon,6.01,2025-09-30
291868,INADELY,Others,01/22/2021,L104LA,P(L10),Offshore,6,4.71,2025-09-30
1142432,USDELY,BFSI03,10/20/2008,S710LA,B(BCH),Offshore,4,19.39,2025-09-30
309044,USDELY,BFSI02,08/30/2012,E412ME,P(E41),Onsite,6,12.63,2025-09-30
397190,INADELY,BANK01,04/28/2023,M205LA,P(M20),Offshore,5,2.17,2025-09-30
1896455,ANZDELY,CAPMT02,07/14/2001,N306UK,P(N30),Offshore,5,25.79,2025-09-30
1675547,USDELY,BFSI05,07/12/2001,B194UK,P(B19),Offshore,6,24.62,2025-09-30
34562,EURDELY,WEALTH02,03/13/2018,N306EU,P(N30),Onsite,5,9.07,2025-09-30
1154792,UKDELY,INSUR03,02/16/2015,T811IN,P(T81),Onsite,Subcon,10.74,2025-09-30
1838655,UKDELY,WEALTH01,04/14/2023,E412IN,P(E41),Offshore,4,3.01,2025-09-30
63296,LADELY,BFSI04,07/08/2020,E412EU,L(LEV),Onsite,6,7.21,2025-09-30
274868,INADELY,BANK01,10/26/2024,R609ME,P(R60),Onsite,Subcon,3.68,2025-09-30
1068482,USDELY,INSUR01,09/30/2000,F520EU,P(F52),Offshore,4,26.04,2025-09-30
1645647,USDELY,BFSI01,03/13/2024,U912IN,P(U91),Offshore,4,2.62,2025-09-30
795324,USDELY,BFSI05,10/27/2006,W114EU,P(W11),Offshore,5,19.46,2025-09-30
434036,USDELY,CAPMT01,05/28/2023,L104ME,B(BCH),Offshore,Subcon,3.1,2025-09-30
295464,INADELY,BANK01,04/10/2011,B194US,P(B19),Offshore,5,13.93,2025-09-30
1548178,EURDELY,BFSI02,04/17/2006,C210ME,B(BCH),Offshore,4,21.69,2025-09-30
1702377,LADELY,INSUR02,10/18/2018,P407UK,P(P40),Onsite,4,9.54,2025-09-30
157915,USDELY,INSUR03,07/15/2005,F520ME,P(F52),Offshore,5,21.99,2025-09-30
441659,UKDELY,INSUR03,04/05/2005,M205ANZ,P(M20),Offshore,5,22.76,2025-09-30
1265033,UKDELY,WEALTH01,04/11/2024,L104US,P(L10),Offshore,5,0.5,2025-09-30
1591777,MEADELY,BANK02,02/10/2017,K903ANZ,P(K90),Offshore,6,10.18,2025-09-30
903199,EURDELY,WEALTH02,06/15/2023,L104EU,P(L10),Offshore,3,3.72,2025-09-30
1266292,INADELY,INSUR02,11/30/2018,S710ME,P(S71),Onsite,3,9.1,2025-09-30
1776483,INADELY,INSUR03,10/01/2014,K903GL,P(K90),Offshore,4,14.33,2025-09-30
184259,ANZDELY,WEALTH02,03/15/2022,J802HQ,P(J80),Offshore,4,3.29,2025-09-30
1647711,INADELY,WEALTH02,05/16/2025,U912HQ,P(U91),Offshore,4,3.41,2025-09-30
812343,ANZDELY,BFSI03,04/04/2004,V013US,L(LEV),Offshore,3,21.71,2025-09-30
1420564,INADELY,CAPMT02,07/31/2015,P407ANZ,P(P40),Offshore,5,10.89,2025-09-30
1820704,EURDELY,CAPMT01,09/09/2009,Q508ANZ,P(Q50),Onsite,5,19.2,2025-09-30
217207,USDELY,CAPMT02,05/16/2011,B194LA,P(B19),Offshore,4,14.55,2025-09-30
531563,USDELY,BFSI01,10/21/2011,M205LA,P(M20),Onsite,5,15.15,2025-09-30
1820854,EURDELY,BANK02,09/19/2007,P407IN,P(P40),Offshore,6,18.11,2025-09-30
1302690,EURDELY,INSUR02,07/17/2004,M205AP,P(M20),Onsite,6,21.65,2025-09-30
1314008,UKDELY,BFSI05,11/15/2011,P407EU,P(P40),Offshore,6,13.97,2025-09-30
928068,MEADELY,BFSI05,09/17/2000,G601IN,P(G60),Offshore,3,27.99,2025-09-30
1478485,APDELY,BANK01,12/24/2007,U912GL,P(U91),Offshore,4,17.18,2025-09-30
199880,INADELY,CAPMT01,04/05/2015,K903UK,P(K90),Offshore,5,13.51,2025-09-30
227319,INADELY,BANK01,09/08/2003,W114HQ,P(W11),Offshore,4,24.61,2025-09-30
525697,EURDELY,INSUR03,01/25/2010,B194LA,B(BCH),Offshore,6,15.32,2025-09-30
483605,UKDELY,INSUR01,04/24/2013,F520ANZ,P(F52),Onsite,4,13.91,2025-09-30
1767268,UKDELY,INSUR01,04/06/2023,Q508UK,P(Q50),Offshore,5,5.34,2025-09-30
821815,INADELY,BANK03,08/09/2016,K903ME,P(K90),Offshore,4,8.73,2025-09-30
1143236,USDELY,BFSI04,02/23/2024,M205EU,P(M20),Onsite,5,4.6,2025-09-30
1074207,INADELY,BANK02,03/21/2010,E412HQ,B(BCH),Offshore,5,17.17,2025-09-30
1171974,INADELY,INSUR02,05/21/2002,R609AP,P(R60),Offshore,5,24.73,2025-09-30
145597,LADELY,BFSI05,02/12/2020,B194GL,P(B19),Onsite,5,5.78,2025-09-30
1829441,INADELY,BFSI02,05/20/2012,N306US,P(N30),Offshore,5,15.42,2025-09-30
1506553,EURDELY,CAPMT02,08/26/2009,F520ME,P(F52),Offshore,5,18.0,2025-09-30
648920,USDELY,CAPMT02,02/08/2014,F520GL,B(BCH),Offshore,6,10.32,2025-09-30
1592230,USDELY,BFSI03,11/08/2002,D305HQ,P(D30),Offshore,5,24.97,2025-09-30
531770,LADELY,BFSI05,03/15/2022,G601ANZ,P(G60),Offshore,5,2.43,2025-09-30
856316,EURDELY,CAPMT01,04/12/2021,Q508ME,P(Q50),Offshore,4,3.36,2025-09-30
754818,USDELY,CAPMT02,01/26/2004,K903LA,P(K90),Offshore,4,21.22,2025-09-30
1367329,APDELY,BANK02,07/02/2023,R609US,P(R60),Offshore,4,0.97,2025-09-30
1178382,ANZDELY,BANK03,01/29/2000,E412UK,P(E41),Offshore,Subcon,24.11,2025-09-30
816886,USDELY,BANK03,06/15/2008,D305UK,P(D30),Offshore,5,18.38,2025-09-30
734037,ANZDELY,BFSI04,12/08/2007,W114IN,P(W11),Offshore,6,20.62,2025-09-30
382227,UKDELY,WEALTH01,09/27/2001,B194HQ,P(B19),Offshore,7,26.39,2025-09-30
262251,INADELY,BANK01,08/28/2015,L104US,P(L10),Offshore,5,9.34,2025-09-30
219131,UKDELY,BFSI04,05/24/2020,W114IN,L(LEV),Offshore,6,5.71,2025-09-30
949388,MEADELY,BFSI02,05/27/2016,M205EU,P(M20),Offshore,4,10.21,2025-09-30
1675251,UKDELY,BANK03,06/06/2004,C210LA,P(C21),Onsite,6,23.0,2025-09-30
1922323,EURDELY,CAPMT01,09/03/2012,U912EU,P(U91),Offshore,4,12.48,2025-09-30
1990230,APDELY,CAPMT01,09/11/2003,Q508ME,P(Q50),Offshore,5,22.07,2025-09-30
1025240,EURDELY,BANK01,06/22/2002,S710AP,P(S71),Onsite,5,26.42,2025-09-30
654076,MEADELY,BFSI05,12/19/2023,M205ANZ,P(M20),Offshore,3,2.12,2025-09-30
747705,LADELY,BFSI01,07/03/2023,Q508GL,P(Q50),Offshore,6,4.06,2025-09-30
103786,MEADELY,BFSI03,12/09/2009,R609UK,P(R60),Onsite,5,15.24,2025-09-30
443558,EURDELY,Others,03/29/2009,C210ME,P(C21),Onsite,6,16.37,2025-09-30
1906655,USDELY,BANK02,03/30/2010,G601ME,P(G60),Offshore,4,14.14,2025-09-30
307102,EURDELY,INSUR03,11/22/2013,Q508HQ,P(Q50),Offshore,4,13.95,2025-09-30
581714,UKDELY,Others,11/30/2016,Q508ME,P(Q50),Offshore,4,11.33,2025-09-30
1033864,USDELY,Others,02/23/2020,P407ANZ,P(P40),Offshore,4,4.37,2025-09-30
249873,ANZDELY,WEALTH02,02/01/2024,D305UK,P(D30),Offshore,4,1.36,2025-09-30
1437962,INADELY,CAPMT01,11/06/2012,L104GL,P(L10),Offshore,4,11.85,2025-09-30
260401,USDELY,INSUR01,05/03/2022,D305GL,P(D30),Offshore,4,2.0,2025-09-30
1014157,ANZDELY,INSUR02,04/10/2008,C210ME,P(C21),Offshore,3,16.22,2025-09-30
924250,EURDELY,WEALTH01,11/03/2001,F520LA,P(F52),Offshore,5,27.19,2025-09-30
1621764,USDELY,BANK02,08/20/2000,C210HQ,P(C21),Offshore,7,28.28,2025-09-30
1943238,USDELY,WEALTH01,07/21/2017,H710ANZ,P(H71),Offshore,4,9.14,2025-09-30
482353,USDELY,INSUR01,02/18/2001,M205LA,B(BCH),Onsite,6,24.26,2025-09-30
1118463,USDELY,BFSI05,03/30/2014,F520GL,P(F52),Offshore,3,11.97,2025-09-30
1130453,ANZDELY,BFSI05,09/21/2001,M205IN,P(M20),Onsite,4,23.61,2025-09-30
809462,ANZDELY,BFSI01,05/14/2005,P407HQ,N(TRN),Offshore,6,18.97,2025-09-30
1154169,ANZDELY,WEALTH02,09/01/2012,V013ME,P(V01),Offshore,5,16.04,2025-09-30
508428,APDELY,INSUR03,06/29/2021,N306LA,P(N30),Onsite,6,5.35,2025-09-30
765258,USDELY,BANK01,07/16/2011,G601ME,P(G60),Offshore,6,12.73,2025-09-30
1699152,USDELY,BFSI01,04/15/2024,R609ME,P(R60),Offshore,6,0.5,2025-09-30
1323865,USDELY,CAPMT01,08/29/2020,Q508ME,P(Q50),Offshore,5,5.44,2025-09-30
772441,USDELY,CAPMT01,03/27/2009,F520GL,P(F52),Offshore,4,17.77,2025-09-30
1998110,INADELY,BANK03,04/24/2018,R609GL,B(BCH),Offshore,4,7.81,2025-09-30
996148,ANZDELY,WEALTH01,06/27/2018,L104HQ,P(L10),Onsite,3,8.43,2025-09-30
338664,APDELY,CAPMT02,01/25/2001,G601LA,P(G60),Offshore,5,26.43,2025-09-30
583193,LADELY,BFSI04,11/14/2008,P407HQ,P(P40),Offshore,4,16.52,2025-09-30
1558674,ANZDELY,WEALTH02,10/20/2023,M205HQ,P(M20),Offshore,5,3.74,2025-09-30
1660379,ANZDELY,Others,11/14/2014,B194ANZ,P(B19),Offshore,6,13.8,2025-09-30
435736,INADELY,INSUR01,04/12/2016,L104US,P(L10),Offshore,5,12.4,2025-09-30
946623,UKDELY,BFSI05,07/20/2004,L104AP,P(L10),Onsite,6,24.01,2025-09-30
352374,UKDELY,CAPMT02,10/10/2024,G601GL,P(G60),Offshore,5,0.79,2025-09-30
1788373,MEADELY,BFSI03,05/09/2004,F520LA,P(F52),Onsite,5,21.71,2025-09-30
805596,UKDELY,Others,10/12/2019,V013IN,P(V01),Onsite,5,8.85,2025-09-30
1041310,MEADELY,BANK03,08/05/2016,M205US,P(M20),Onsite,3,9.07,2025-09-30
835472,MEADELY,BFSI03,02/10/2013,H710IN,B(BCH),Offshore,5,11.46,2025-09-30
1274189,LADELY,WEALTH02,09/27/2018,B194HQ,P(B19),Offshore,Subcon,6.69,2025-09-30
1086725,USDELY,Others,06/27/2007,S710IN,N(TRN),Offshore,3,18.21,2025-09-30
951476,LADELY,BANK02,07/19/2020,C210AP,B(BCH),Offshore,5,3.77,2025-09-30
1838800,LADELY,Others,07/30/2013,V013ANZ,P(V01),Offshore,4,12.48,2025-09-30
85462,APDELY,INSUR03,06/14/2016,P407IN,P(P40),Offshore,6,11.63,2025-09-30
863949,INADELY,BFSI04,10/11/2024,N306AP,L(LEV),Offshore,4,0.5,2025-09-30
953454,MEADELY,BFSI02,02/02/2005,M205GL,P(M20),Onsite,3,22.88,2025-09-30
519526,ANZDELY,BANK03,08/18/2010,D305UK,P(D30),Offshore,5,13.58,2025-09-30
38200,INADELY,BANK02,01/03/2007,W114US,P(W11),Offshore,5,22.0,2025-09-30
1333309,INADELY,BFSI03,07/09/2002,W114US,P(W11),Onsite,5,25.37,2025-09-30
180195,USDELY,BFSI02,06/15/2010,B194ME,P(B19),Offshore,4,15.64,2025-09-30
1321667,EURDELY,WEALTH02,05/06/2008,H710LA,P(H71),Offshore,5,18.77,2025-09-30
1815435,ANZDELY,BFSI05,07/27/2003,T811ANZ,B(BCH),Onsite,4,21.31,2025-09-30
1146653,EURDELY,INSUR01,06/10/2008,E412US,P(E41),Offshore,4,20.68,2025-09-30
350626,USDELY,BANK01,09/23/2022,W114ME,P(W11),Onsite,5,2.69,2025-09-30
733012,INADELY,Others,03/27/2007,K903AP,P(K90),Onsite,3,18.65,2025-09-30
1547032,ANZDELY,CAPMT02,07/15/2000,D305LA,P(D30),Offshore,Subcon,25.22,2025-09-30
1627713,MEADELY,BANK03,10/09/2011,W114US,P(W11),Offshore,5,14.18,2025-09-30
1710717,UKDELY,WEALTH02,01/22/2014,L104LA,P(L10),Offshore,5,11.24,2025-09-30
367675,ANZDELY,BANK03,09/15/2020,Q508LA,P(Q50),Offshore,4,8.18,2025-09-30
855659,UKDELY,WEALTH01,05/16/2006,R609UK,P(R60),Offshore,5,22.54,2025-09-30
1841572,ANZDELY,BANK02,12/01/2017,P407UK,P(P40),Offshore,4,10.33,2025-09-30
1908682,USDELY,BFSI05,09/25/2000,H710US,P(H71),Onsite,4,25.11,2025-09-30
55467,UKDELY,BFSI05,06/15/2012,L104GL,P(L10),Offshore,4,15.32,2025-09-30
917765,UKDELY,BFSI05,11/07/2015,S710ANZ,P(S71),Onsite,7,9.93,2025-09-30
1009712,EURDELY,BFSI04,03/03/2022,J802GL,P(J80),Offshore,6,2.06,2025-09-30
655938,APDELY,BANK02,03/30/2019,L104HQ,P(L10),Offshore,5,7.57,2025-09-30
725332,INADELY,BFSI04,03/29/2021,N306HQ,P(N30),Offshore,3,5.0,2025-09-30
449261,MEADELY,INSUR02,08/01/2012,M205LA,L(LEV),Offshore,5,13.23,2025-09-30
417639,MEADELY,BANK02,08/19/2010,V013EU,P(V01),Offshore,6,16.35,2025-09-30
1877633,ANZDELY,BFSI03,06/05/2014,P407UK,P(P40),Offshore,3,12.75,2025-09-30
1878374,MEADELY,INSUR03,06/22/2017,D305LA,B(BCH),Offshore,5,8.07,2025-09-30
310067,USDELY,BFSI01,01/07/2010,S710EU,P(S71),Offshore,5,18.27,2025-09-30
1021987,EURDELY,INSUR03,02/03/2014,M205LA,P(M20),Offshore,5,14.19,2025-09-30
1364427,USDELY,BFSI03,09/28/2008,L104ANZ,P(L10),Offshore,5,16.66,2025-09-30
798547,UKDELY,Others,02/28/2009,L104AP,P(L10),Onsite,4,18.26,2025-09-30
1608813,UKDELY,BANK03,01/14/2020,R609UK,P(R60),Offshore,5,7.09,2025-09-30
1600609,USDELY,INSUR03,11/14/2008,R609AP,P(R60),Offshore,5,16.1,2025-09-30
279558,USDELY,Others,08/24/2014,E412ANZ,P(E41),Offshore,5,11.09,2025-09-30
1521000,USDELY,Others,09/28/2017,Q508IN,B(BCH),Offshore,4,10.22,2025-09-30
1359771,USDELY,BFSI01,11/30/2005,T811ANZ,P(T81),Offshore,5,18.95,2025-09-30
224440,EURDELY,INSUR02,01/07/2016,D305IN,P(D30),Offshore,4,11.9,2025-09-30
1042754,UKDELY,BFSI01,10/05/2017,T811ME,P(T81),Offshore,5,6.85,2025-09-30
444644,UKDELY,BFSI03,09/25/2010,K903EU,P(K90),Offshore,3,13.55,2025-09-30
1358264,INADELY,INSUR02,11/22/2001,S710ANZ,P(S71),Offshore,4,23.03,2025-09-30
1835535,ANZDELY,BANK02,10/02/2017,M205ME,P(M20),Offshore,2,8.87,2025-09-30
1414341,INADELY,CAPMT02,10/19/2001,U912US,P(U91),Onsite,4,23.51,2025-09-30
1040676,ANZDELY,BFSI02,11/02/2022,V013IN,P(V01),Onsite,6,2.39,2025-09-30
1134555,ANZDELY,BANK01,10/15/2016,K903GL,L(LEV),Onsite,5,8.38,2025-09-30
1284268,USDELY,INSUR01,08/11/2017,M205AP,P(M20),Offshore,3,6.69,2025-09-30
1275354,LADELY,CAPMT01,01/20/2005,H710UK,P(H71),Offshore,3,22.82,2025-09-30
1843402,USDELY,BANK01,08/10/2013,H710HQ,B(BCH),Onsite,4,13.68,2025-09-30
1198763,MEADELY,INSUR03,01/25/2001,H710GL,P(H71),Onsite,4,24.0,2025-09-30
